qid,source,bf,q,gt_docs,gt_chunks,gt_n,rank,hit1,hit3,t1,t1s,t2,t2s,t3,t3s,gt_prev,t1p
87,yesom,착오송금 반환 신청,착오송금반환 방문 신청,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn;kdic-fins-ir-aplygudn-MtrsVstRcptGudn-selectScrn,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,1,4,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0328,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0318,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은 추후 지원 예정) 준비물 : 공동인,"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
88,yesom,고객 미수령금 신청,법인 및 단체 신청서류,kdic-fins-cm-bbs-selectFaqNramtAply;kdic-www-sp-dpstrprot-ProtSystNramtInqAplyNramtGudn-selectScrn,kdic-www-sp-dpstrprot-ProtSystNramtInqAplyNramtGudn-selectScrn#00,1,0,0,0,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0313,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0306,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0301,"예금보험공사는 부실화된 금융회사의 예금자등이 찾아가지 아니한 금액을 고객 미수령금으로 분류하여 통합 관리하고 있으며, 지속적인 홍보 및 안내를 통한 적극적인 미수","주민등록 등ㆍ초본 및 신분증(주민등록증, 운전면허증) 소득증명서류(급여명세서, 근로소득원천징수영수증 등) 재산증명서류(부동산등"
89,yesom,고객 미수령금 신청,예금자 본인 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,2,0,1,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00,0.032,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#03,0.0311,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ",신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
90,yesom,고객 미수령금 신청,사망 예금자 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,6,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01,0.032,kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn#01,0.0318,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0308,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","친권자 혹은 후견인이 예금보험금 수령 열기 친권자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서"
91,yesom,예금보험금 안내,보험금신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,0,0,0,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#00,0.032,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#02,0.0315,kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn#01,0.0304,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ",01 부보금융회사 보험사고 발생 열기 1종 보험사고 금융회사의 재무상황 악화 등으로 인해 예금의 지급이 정지된 경우 2종 보험
92,yesom,예금자보호제도,예금자보호 제도 보호 금융 상품,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,3,0,1,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.0325,kdic-www-sp-dpstrprot-ProtSystProtLmts-selectScrn#00,0.031,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01,0.0303,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,질문 어떤 금융상품이 보호되나요? 답변 ☞ 예금보험공사 홈페이지 > 제도·정책 > 예금자보호제도 > 보호대상 > 금융상품 보호
93,yesom,예금자보호제도,예금자보호 제도 보호 되지 않는 금융 상품,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,2,0,1,kdic-www-sp-dpstrprot-ProtSystProtLmts-selectScrn#00,0.0308,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00,0.0304,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#04,0.0301,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,예금자보호제도는 다수의 소액예금자를 우선 보호하고 부실 금융회사를 선택한 예금자도 일정부분 책임을 분담한다는 차원에서 예금의 
94,yesom,고객 미수령금 신청,국외거주 또는 유학생 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0325,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.032,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0306,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","의서(양식에 구애받지 않고 동의한 사실이 나타나면 됨)를 받으면 예외적으로 방문없이 신청이 가능하며, 추후 동 각서나 동의서를"
95,yesom,은닉재산 신고,방문 신고방법,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#01;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#02,6,1,1,1,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0328,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn#00,0.0313,은닉재산 신고 일반 국민이 금융부실관련자 1 아래 도움말 참조 의 은닉재산 2 아래 도움말 참조 정보를 쉽고 편리하게 신고하도록 하기 위하여 공사 내 은닉재산 신,신고방법 상담전화(이메일) : 02-758-0102~04 ( cpreport@kdic.or.kr ) (필요시 공사 직원이 신고
96,yesom,은닉재산 신고,우편 신고방법,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#01;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#02,6,1,1,1,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0325,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#01,0.032,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#02,0.0315,은닉재산 신고 일반 국민이 금융부실관련자 1 아래 도움말 참조 의 은닉재산 2 아래 도움말 참조 정보를 쉽고 편리하게 신고하도록 하기 위하여 공사 내 은닉재산 신,신고방법 상담전화(이메일) : 02-758-0102~04 ( cpreport@kdic.or.kr ) (필요시 공사 직원이 신고
97,yesom,은닉재산 신고,이메일 신고방법,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#01;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#02,6,1,1,1,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0328,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn#00,0.0313,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#02,0.031,은닉재산 신고 일반 국민이 금융부실관련자 1 아래 도움말 참조 의 은닉재산 2 아래 도움말 참조 정보를 쉽고 편리하게 신고하도록 하기 위하여 공사 내 은닉재산 신,신고방법 상담전화(이메일) : 02-758-0102~04 ( cpreport@kdic.or.kr ) (필요시 공사 직원이 신고
98,yesom,은닉재산 신고,인터넷 신고방법,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#00;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#01;kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#02,6,1,1,1,kdic-www-sp-sprtfund-SprtFndCncmDclrGudn-selectScrn#03,0.0325,kdic-www-sp-sprtfund-SprtFndCncmDclrFaq-selectScrn#02,0.0325,kdic-www-sp-sprtfund-SprtCncmDclrInqGudn-selectScrn#00,0.0313,은닉재산 신고 일반 국민이 금융부실관련자 1 아래 도움말 참조 의 은닉재산 2 아래 도움말 참조 정보를 쉽고 편리하게 신고하도록 하기 위하여 공사 내 은닉재산 신,신고방법 상담전화(이메일) : 02-758-0102~04 ( cpreport@kdic.or.kr ) (필요시 공사 직원이 신고
99,yesom,예금보험금 안내,인터넷 신청방법,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#01,2,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#00,0.0323,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#01,0.0318,"01 부보금융회사 보험사고 발생 열기 1종 보험사고 금융회사의 재무상황 악화 등으로 인해 예금의 지급이 정지된 경우 2종 보험사고 금융회사가 인 · 허가 취소, ",신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
100,yesom,착오송금 반환 신청,착오송금반환 인터넷 신청,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,1,1,1,1,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은 추후 지원 예정) 준비물 : 공동인,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
101,yesom,착오송금 반환 신청,착오송금반환 신청 서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn;kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,1,4,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0328,kdic-www-sp-kmrs-kmrsItrd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0318,신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은 추후 지원 예정) 준비물 : 공동인,"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
102,yesom,착오송금 반환 신청,착오송금 이의제기 방문 신청,kdic-fins-ir-aplygudn-MsdrAddrsePossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0325,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0313,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
103,yesom,착오송금 반환 신청,착오송금 이의제기 인터넷 신청,kdic-fins-ir-aplygudn-MsdrAddrsePossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,(GT청크없음),신청 가능한 착오송금 금액 한도가 있나요? 신청 가능 한도는 착오송금 건당 5만원 이상 ~ 1억원 이하 입니다. 언제까지 신청
104,yesom,착오송금 반환 신청,착오송금수취인 이체수수료환급 방문 신청,kdic-fins-ir-aplygudn-MsdrAddrsePossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0325,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.032,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
105,yesom,착오송금 반환 신청,착오송금수취인 이체수수료환급 인터넷 신청,kdic-fins-ir-aplygudn-MsdrAddrsePossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
106,yesom,예금보험금 안내,국외거주 또는 유학생 신청서류 (보험금신청서류),kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,4,0,0,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0315,kdic-www-sp-dpstrprot-DpsmIbamtExpln-selectScrn#02,0.0303,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","주민등록 등ㆍ초본 및 신분증(주민등록증, 운전면허증) 소득증명서류(급여명세서, 근로소득원천징수영수증 등) 재산증명서류(부동산등"
107,yesom,착오송금 반환 신청,국외거주 또는 유학생 신청서류 (착오송금반환 신청 서류),kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0317,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
108,yesom,예금보험금 안내,군복무자 신청서류,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,1,1,1,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0323,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.032,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0308,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","의서(양식에 구애받지 않고 동의한 사실이 나타나면 됨)를 받으면 예외적으로 방문없이 신청이 가능하며, 추후 동 각서나 동의서를"
109,yesom,착오송금 반환 신청,군복무자 신청서류 (착오송금반환 신청 서류),kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0325,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0313,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,0.0312,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
110,yesom,예금보험금 안내,대리인 신청서류 (보험금신청서류),kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,8,0,0,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0325,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0323,kdic-www-sp-sprtfund-SprtFndDebtDlngAplyGudn-selectScrn#00,0.0303,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","주민등록 등ㆍ초본 및 신분증(주민등록증, 운전면허증) 소득증명서류(급여명세서, 근로소득원천징수영수증 등) 재산증명서류(부동산등"
111,yesom,예금보험금 안내,미성년자 신청서류 (보험금신청서류),kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,2,0,1,kdic-www-sp-dpstrprot-ProtSystHrpeHistInq-selectScrn#01,0.0313,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01,0.0305,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0304,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","센터 민원실에서도 접수 가능(단,사망일이 속한 달의 말일로부터 6개월 이내에만 신청이 가능) 자세한 사항은 금융감독원 홈페이지"
112,yesom,착오송금 반환 신청,미성년자 신청서류 (착오송금반환 신청 서류),kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.031,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0305,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
113,yesom,착오송금 반환 신청,대리인방문 착오송금반환 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0325,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0315,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0315,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
114,yesom,착오송금 반환 신청,본인방문 착오송금반환 신청서류,kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0323,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.032,kdic-www-sp-kmrs-kmrsItrdAplyTrgt-selectScrn#00,0.0315,(GT청크없음),신청방법 온라인 신청 사이트 : fins.kdic.or.kr (상단 아이콘 클릭 시 사이트 연결) 접속방법 : PC (모바일은
115,yesom,예금보험금 안내,법인 및 단체 신청서류 (보험금신청서류),kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn;kdic-fins-cm-bbs-selectFaqNramtAply,kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#00;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#01;kdic-www-sp-dpstrprot-DpsmIbamtAplyPossDcmnt-selectScrn#02,4,0,0,0,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#12,0.0318,kdic-www-sp-dpstrprot-DpsmIbamtAplyProc-selectScrn#00,0.0308,kdic-www-rb-lbltajmt-LbltAjmtSprtLbltAjmtSyst-selectScrn#01,0.0308,"01 예금자 본인이 찾을 경우 열기 예금자 본인의 확인 증명 주민등록증, 경로우대증, 운전면허증, 여권 등 공공기관에서 발행한 사진이 들어간 본인임을 확인할 수 ","질문 법인의 예금도 보호되나요? 답변 네. 기업 등 법인의 예금도 개인예금과 마찬가지로 법인별 1억원까지 보호됩니다. 다만, "
116,yesom,착오송금 반환 신청,법인 및 단체 신청서류 (착오송금반환 신청 서류),kdic-fins-ir-aplygudn-MsdrprPossDcmntGudn-selectScrn,,0,0,0,0,kdic-www-sp-kmrs-kmrsItrdProc-selectScrn#00,0.0325,kdic-www-sp-kmrs-kmrsItrdAplyMthd-selectScrn#00,0.0317,kdic-www-rb-lbltajmt-LbltAjmtSprtCredRcvrySprt-selectScrn#02,0.0305,(GT청크없음),"착오송금반환지원 절차 ( 착오송금인-예금보험공사-착오송금 수취인, 중앙행정기관 금융회사등 - 예금보험공사 - 법원 ) 1. 착"
117,yesom,예금자보호제도,보호 금융상품 - 보험회사,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,3,0,1,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#03,0.0323,kdic-www-sp-dpstrprot-ProtSystProtGudn-selectScrn#00,0.0313,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#05,0.0306,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,질문 어떤 금융상품이 보호되나요? 답변 ☞ 예금보험공사 홈페이지 > 제도·정책 > 예금자보호제도 > 보호대상 > 금융상품 보호
118,yesom,예금자보호제도,보호 금융상품 - 상호저축은행 및 상호저축은행 중앙회,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#00;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#01;kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#02,10,1,1,1,kdic-www-sp-dpstrprot-selectProtSystProtTrgtPrdctSumr#08,0.032,kdic-www-sp-dpstrprot-ProtSystFaq-selectScrn#02,0.0315,kdic-www-sp-dpstrprot-selectProtSystProtSumr#00,0.031,예금보험공사는 예금보험 가입 금융회사가 취급하는 '예금' 등 만을 보호합니다. 그런데 여기서 꼭 알아두어야 할 점은 모든 금융상품이 보호대상 '예금' 등에 해당하,예금보호대상 금융상품으로 운용되는 확정기여형 퇴직연금제도 및 개인형 퇴직연금제도의 적립금 2 아래 도움말 참조 개인종합자산관리
